AGE,Cerebellum,CorticalSubplate,HippocampalFormation,Hypothalamus,Isocortex,Midbrain,Medulla,OlfactoryAreas,Pallidum,Pons,Striatum,Thalamus,FibreTracts,Cerebellum_ANcr1gr,Cerebellum_ANcr1mo,Cerebellum_ANcr2gr,Cerebellum_ANcr2mo,Cerebellum_CENT2gr,Cerebellum_CENT2mo,Cerebellum_CENT3gr,Cerebellum_CENT3mo,Cerebellum_COPYgr,Cerebellum_COPYmo,"Cerebellum_CUL4,5gr","Cerebellum_CUL4,5mo",Cerebellum_DECgr,Cerebellum_DECmo,Cerebellum_FN,Cerebellum_FOTUgr,Cerebellum_FOTUmo,Cerebellum_IP,Cerebellum_NODgr,Cerebellum_NODmo,Cerebellum_PRMgr,Cerebellum_PRMmo,Cerebellum_PYRgr,Cerebellum_PYRmo,Cerebellum_SIMgr,Cerebellum_SIMmo,Cerebellum_UVUgr,Cerebellum_UVUmo,CorticalSubplate_CLA,CorticalSubplate_EPd,HippocampalFormation_CA1slm,HippocampalFormation_CA1so,HippocampalFormation_CA1sp,HippocampalFormation_CA1sr,HippocampalFormation_CA2slm,HippocampalFormation_CA2so,HippocampalFormation_CA2sp,HippocampalFormation_CA2sr,HippocampalFormation_CA3slm,HippocampalFormation_CA3slu,HippocampalFormation_CA3so,HippocampalFormation_CA3sp,HippocampalFormation_CA3sr,HippocampalFormation_DGgrInf,HippocampalFormation_DGgrSup,HippocampalFormation_DGmoInf,HippocampalFormation_DGmoSup,HippocampalFormation_DGmoV,HippocampalFormation_DGpo,HippocampalFormation_DGpoV,HippocampalFormation_DGspV,HippocampalFormation_SUB,Hypothalamus_LHA,Hypothalamus_LM,Hypothalamus_LPO,Hypothalamus_PSTN,Hypothalamus_SO,Hypothalamus_STN,Hypothalamus_ZI,Isocortex_FRP,Isocortex_MO,Isocortex_ORB,Isocortex_PTLp,Isocortex_RSPd,Isocortex_RSPv,Isocortex_SS,Isocortex_VIS,Midbrain_APN,Midbrain_CUN,Midbrain_IC,Midbrain_MEV,Midbrain_MRN,Midbrain_NOT,Midbrain_PAG,Midbrain_PPN,Midbrain_PPT,Midbrain_RN,Midbrain_RR,Midbrain_SCm,Midbrain_SCs,Midbrain_SNc,Midbrain_SNr,Midbrain_VTA,Medulla_AMB,Medulla_CU,Medulla_ECU,Medulla_GRN,Medulla_IO,Medulla_IRN,Medulla_LAV,Medulla_LI,Medulla_LRN,Medulla_MDRN,Medulla_MV,Medulla_MX,Medulla_NTS,Medulla_PARN,Medulla_PGRNl,Medulla_SOL,Medulla_SPIV,Medulla_SPVC,Medulla_SPVI,Medulla_SPVO,Medulla_SUV,Medulla_VII,Medulla_X,OlfactoryAreas_AOBgl,OlfactoryAreas_AOBgr,OlfactoryAreas_AOBmi,OlfactoryAreas_AON1,OlfactoryAreas_AON2,OlfactoryAreas_MOBgl,OlfactoryAreas_MOBgr,OlfactoryAreas_MOBipl,OlfactoryAreas_MOBmi,OlfactoryAreas_MOBopl,OlfactoryAreas_PIR1,OlfactoryAreas_PIR2,OlfactoryAreas_PIR3,Pallidum_BST,Pallidum_GPi,Pallidum_MA,Pallidum_NDB,Pallidum_SI,Pons_LAV,Pons_LC,Pons_NLL,Pons_PB,Pons_PG,Pons_PRNc,Pons_PRNr,Pons_SOC,Pons_SUT,Pons_TRN,Pons_V,Striatum_ACBc,Striatum_ACBsh,Striatum_CP,Striatum_FS,Striatum_isl,Striatum_OT1,Striatum_OT2,Striatum_OT3,Thalamus_AD,Thalamus_AV,Thalamus_LD,Thalamus_LP,Thalamus_PF,Thalamus_PO,Thalamus_RT,Thalamus_SPFp,Thalamus_VAL,Thalamus_VM,Thalamus_VPL,Thalamus_VPM,Thalamus_VPMpc
15,16.0025,59.90125,79.255625,22.0575,67.0375,20.11125,10.8125,56.225,19.67875,9.73125,69.2,54.495,,,,,,20.3275,15.1375,21.300625,15.35375,,,21.84125,14.2725,19.24625,12.5425,1.94625,17.7325,15.57,5.6225,21.1925,11.02875,,,26.16625,14.705,,,25.30125,9.73125,60.76625,59.793125,82.39125,115.91,25.73375,125.64125,105.9625,99.25875,16.8675,103.3675,113.53125,32.545625,83.04,18.921875,103.58375,6.055,9.73125,113.7475,125.64125,,37.84375,,,55.36,23.57125,,24.6525,36.33,15.35375,,16.21875,75.03875,74.17375,70.93,66.82125,66.064375,53.1975,66.1725,63.145,19.67875,25.409375,25.73375,,15.35375,23.355,,18.5975,24.22,,15.35375,21.084375,28.32875,20.11125,16.21875,,12.975,17.51625,,,,10.8125,7.13625,27.89625,16.8675,,4.10875,,,14.2725,9.29875,37.195,7.56875,13.4075,16.8675,,8.43375,9.73125,,48.22375,40.2225,,80.66125,68.55125,,23.13875,,,,81.634375,56.225,63.145,22.0575,12.5425,30.05875,34.38375,18.81375,,,,20.54375,28.004375,8.65,10.8125,3.8925,14.92125,,9.73125,69.2,72.2275,70.71375,56.6575,43.574375,76.5525,60.9825,77.20125,,,58.711875,50.278125,,63.5775,22.27375,21.40875,,,49.08875,65.52375,
15,11.02875,56.87375,66.82125,11.46125,57.955,4.54125,4.10875,44.33125,14.92125,2.81125,53.84625,56.00875,,,,,,14.164375,4.97375,17.51625,6.70375,,,17.51625,5.83875,18.81375,5.83875,0.64875,22.0575,12.75875,1.189375,18.056875,10.16375,,,22.70625,12.11,,,23.355,10.59625,60.9825,56.225,50.81875,101.6375,19.67875,114.82875,94.393125,95.79875,13.62375,104.44875,93.744375,24.43625,53.63,8.2175,91.04125,3.67625,5.081875,120.126875,123.2625,,30.92375,,,37.195,13.62375,15.1375,10.8125,15.57,8.43375,,4.325,76.011875,64.22625,64.01,54.71125,43.46625,46.06125,54.386875,48.65625,2.37875,6.27125,8.00125,5.40625,1.94625,5.83875,,3.8925,6.70375,3.67625,3.67625,2.595,16.65125,13.62375,12.32625,,,12.75875,,,,4.325,,19.67875,11.02875,4.54125,0.64875,,,5.19,2.595,,3.24375,7.785,8.2175,,1.08125,2.1625,,,,,91.04125,76.660625,24.43625,18.81375,30.05875,17.94875,53.84625,77.63375,65.52375,59.46875,14.2725,,,17.840625,14.92125,,,,6.92,36.7625,2.1625,2.81125,1.51375,,,1.94625,51.9,59.360625,55.14375,30.05875,55.7925,64.983125,55.57625,58.928125,,58.3875,63.253125,40.655,,75.03875,7.13625,10.59625,64.01,40.00625,44.5475,73.30875,
14,13.84,63.145,85.2025,23.355,73.9575,15.57,9.73125,52.765,20.76,9.29875,79.58,54.495,,,,25.95,13.84,,,18.273125,11.353125,,,21.1925,10.59625,,,3.46,,,8.65,27.2475,16.21875,21.40875,13.84,,,17.94875,7.676875,20.3275,11.46125,62.06375,64.22625,88.121875,125.100625,29.085625,133.6425,105.31375,97.09625,14.92125,104.01625,113.315,31.5725,94.93375,17.191875,111.693125,6.70375,8.65,120.235,127.155,,33.3025,,,59.685,25.30125,,24.86875,,14.92125,37.195,14.05625,92.663125,81.09375,80.8775,81.7425,53.1975,47.79125,72.87625,65.95625,15.1375,10.16375,18.38125,7.13625,14.48875,26.3825,,12.11,22.27375,,16.65125,15.35375,21.625,14.92125,16.0025,,,11.89375,,,,9.9475,,24.43625,18.273125,8.2175,2.595,,,11.6775,10.38,,6.70375,11.89375,12.11,,5.40625,11.245,,,,,81.09375,76.76875,37.519375,41.73625,54.9275,32.87,65.95625,86.9325,66.605,67.145625,,12.75875,33.3025,43.25,22.814375,,,,19.24625,35.24875,8.2175,9.29875,5.83875,,,7.56875,80.445,84.77,78.93125,58.82,69.84875,97.52875,80.8775,87.256875,,33.08625,55.7925,56.225,,64.01,22.814375,18.056875,57.5225,48.22375,57.09,64.4425,
15,12.5425,57.30625,88.23,12.5425,68.55125,13.84,5.40625,45.736875,17.51625,7.3525,57.73875,51.4675,,,,14.05625,12.32625,,,14.05625,10.8125,,,15.78625,11.6775,,,0.865,18.165,15.1375,4.10875,16.21875,10.8125,,,18.5975,12.32625,14.705,10.16375,18.38125,10.8125,53.63,59.2525,91.47375,114.82875,18.056875,124.56,103.691875,107.90875,9.0825,107.47625,114.071875,32.22125,81.7425,12.434375,106.8275,3.568125,8.43375,128.23625,133.21,,36.54625,,,61.306875,14.92125,14.705,13.4075,,,,7.785,78.93125,68.335,66.1725,68.335,66.38875,57.5225,65.74,73.74125,13.84,17.7325,19.4625,11.569375,8.2175,21.84125,,10.271875,18.273125,,6.92,13.4075,28.545,12.5425,14.705,,,13.4075,,,,2.81125,,14.705,14.48875,6.27125,3.46,,,5.6225,6.055,21.40875,7.3525,10.38,16.8675,,5.83875,5.6225,,,,,84.77,68.98375,27.68,21.40875,35.8975,19.895,61.19875,77.309375,58.60375,66.38875,16.435,,,21.625,17.408125,,,,15.57,32.87,3.24375,8.43375,3.8925,,,3.67625,50.926875,53.84625,62.49625,30.7075,36.97875,59.144375,48.764375,63.5775,,21.084375,60.33375,52.11625,,68.55125,10.38,13.299375,57.198125,30.275,51.4675,70.4975,
15,34.38375,73.74125,113.09875,36.97875,98.1775,35.8975,20.54375,60.9825,31.35625,19.4625,90.3925,73.9575,,,,37.41125,41.73625,,,39.14125,31.35625,,,40.2225,34.81625,,,,35.0325,39.14125,20.3275,30.275,38.816875,,,35.356875,38.06,39.3575,37.195,30.49125,36.7625,80.22875,73.74125,118.613125,147.158125,38.925,156.34875,126.614375,115.045,30.05875,127.263125,127.911875,54.170625,114.39625,29.734375,134.5075,20.651875,24.6525,148.56375,152.88875,,52.98125,,,86.9325,38.925,,36.7625,,29.41,45.736875,33.735,109.098125,99.9075,92.77125,102.5025,95.906875,81.09375,97.3125,101.6375,35.68125,40.43875,43.46625,,28.545,40.43875,,34.1675,44.115,,36.005625,39.79,50.710625,33.08625,27.68,,,,,,,,,,36.870625,,11.785625,,,21.84125,17.840625,,28.32875,,,22.27375,,24.22,,,,,99.25875,89.5275,,46.818125,55.251875,41.844375,,103.3675,64.4425,81.52625,,21.625,39.3575,44.76375,31.35625,,,13.4075,39.57375,,19.895,20.3275,11.569375,30.7075,,15.57,91.47375,95.258125,91.04125,76.444375,66.064375,106.8275,90.3925,98.1775,,,77.4175,73.633125,,85.41875,36.7625,37.41125,,,70.71375,85.41875,
21,22.9225,78.93125,99.475,22.9225,84.77,14.2725,10.16375,66.605,23.13875,5.6225,84.3375,69.2,,38.4925,20.76,37.6275,23.7875,,,31.78875,20.97625,,,34.81625,17.3,,,,42.16875,25.73375,7.13625,40.655,22.9225,,,40.2225,22.9225,30.92375,15.78625,27.68,20.97625,83.905,75.255,83.04,132.236875,46.2775,145.860625,113.206875,113.96375,20.435625,119.8025,118.0725,45.845,95.79875,25.841875,117.85625,22.27375,26.706875,150.9425,148.13125,,50.6025,,,72.551875,21.84125,,26.59875,,18.056875,35.573125,9.515,101.85375,85.85125,90.3925,81.31,86.5,57.30625,78.93125,87.58125,,,22.70625,,5.6225,,,,,,9.0825,16.65125,,12.11,16.0025,,,21.625,,,,9.29875,4.10875,23.355,18.5975,,1.2975,,,14.2725,6.055,,14.705,16.8675,25.5175,,13.4075,5.40625,,,,,102.28625,103.3675,45.845,40.655,58.3875,35.68125,71.795,93.63625,82.175,76.444375,,11.245,35.24875,43.141875,23.13875,,,5.83875,30.49125,30.7075,3.8925,5.19,3.0275,22.0575,,6.92,81.31,93.960625,82.715625,71.795,59.46875,101.42125,94.50125,95.79875,,,72.44375,75.255,,80.66125,14.48875,8.00125,,,71.57875,76.33625,
21,14.2725,56.87375,81.31,13.19125,57.09,6.4875,3.0275,53.63,13.4075,1.94625,50.38625,62.06375,,,,,,16.110625,12.11,17.94875,11.89375,,,19.4625,11.89375,18.38125,11.245,1.2975,20.76,15.1375,1.2975,17.3,17.3,,,20.76,13.84,,,16.65125,17.191875,54.27875,57.955,47.1425,95.79875,28.76125,106.8275,109.4225,115.369375,30.7075,117.748125,104.88125,29.41,73.9575,22.49,95.79875,13.4075,14.48875,135.805,135.58875,,46.2775,,,46.385625,14.48875,,18.5975,,8.86625,30.815625,1.51375,77.63375,56.6575,61.415,52.3325,62.92875,54.0625,50.38625,59.90125,2.595,5.6225,16.435,,1.51375,12.650625,,1.405625,8.2175,,1.73,4.7575,19.67875,6.27125,10.8125,,3.67625,15.35375,,,,2.37875,0.4325,30.05875,9.9475,,0.21625,,,4.97375,2.37875,24.22,5.19,7.785,7.56875,,0.540625,0.64875,,,26.59875,36.870625,94.285,85.2025,38.27625,28.545,40.2225,25.95,59.90125,75.255,66.605,63.79375,9.0825,,23.463125,26.59875,13.62375,,,3.46,6.4875,,1.51375,2.1625,1.2975,3.67625,,0.64875,43.6825,59.03625,51.035,36.221875,35.68125,62.92875,54.71125,65.09125,,61.63125,72.01125,50.17,,81.418125,1.73,3.351875,69.091875,46.92625,56.333125,74.8225,
21,19.24625,76.12,102.5025,8.65,88.01375,6.4875,2.595,54.0625,15.1375,2.81125,72.66,62.92875,,,,,,27.68,9.0825,28.76125,9.515,,,29.62625,12.5425,29.19375,14.05625,1.08125,33.3025,21.625,2.595,25.30125,16.21875,,,30.49125,19.03,,,24.6525,17.624375,73.9575,77.4175,85.094375,137.535,38.27625,145.96875,115.045,115.4775,15.894375,123.2625,130.615,42.60125,101.6375,14.48875,134.5075,13.4075,17.7325,150.72625,146.6175,,41.9525,,,71.795,12.32625,,7.56875,24.86875,11.245,,3.46,110.93625,90.17625,84.77,90.60875,95.041875,69.2,83.905,91.69,4.325,8.65,8.43375,5.19,3.67625,11.02875,,4.10875,7.56875,,6.055,5.19,11.245,7.785,11.6775,,,8.43375,,,,1.2975,,15.461875,10.271875,4.865625,1.94625,,,4.325,1.51375,20.76,4.7575,,9.0825,,3.784375,1.73,,38.600625,45.088125,61.63125,100.34,85.41875,41.0875,37.6275,46.71,31.78875,69.84875,80.445,76.011875,77.20125,12.75875,,,19.4625,15.1375,,,,12.11,32.22125,1.2975,3.0275,1.2975,,,2.1625,71.795,68.7675,73.9575,49.08875,54.495,81.31,71.686875,79.1475,,,65.52375,66.929375,,79.1475,5.40625,8.00125,,,54.71125,79.79625,
21,41.73625,78.06625,121.208125,32.87,99.0425,34.1675,21.625,71.795,31.35625,13.62375,94.285,72.87625,,,,41.73625,35.8975,,,,,,,51.575625,36.7625,,,,45.4125,46.92625,19.24625,45.19625,36.7625,,,46.601875,43.6825,48.331875,40.655,40.87125,42.060625,85.85125,73.74125,121.74875,151.375,57.955,161.97125,127.155,120.45125,34.924375,128.02,140.34625,62.92875,117.748125,40.87125,134.94,34.708125,36.97875,152.6725,154.61875,,58.60375,,,98.1775,,,33.735,,25.95,43.89875,27.03125,110.72,97.52875,96.66375,103.043125,95.474375,86.71625,100.12375,105.74625,37.41125,,43.46625,,30.05875,38.27625,,,39.3575,,32.22125,33.51875,43.46625,27.2475,28.32875,,,,28.9775,,,,11.46125,44.115,27.68,,4.325,26.706875,,21.84125,19.138125,,16.21875,30.275,28.545,31.5725,,23.13875,,,59.46875,68.7675,99.69125,96.4475,53.84625,53.63,64.65875,49.08875,80.445,100.7725,82.6075,86.28375,,23.7875,41.0875,45.4125,31.14,,,12.434375,25.30125,,17.7325,10.38,11.89375,11.89375,,7.3525,93.42,98.39375,94.50125,66.38875,83.905,110.395625,95.690625,104.01625,,,74.60625,78.49875,,85.310625,33.410625,31.35625,,,72.44375,82.6075,
30,28.545,76.660625,109.20625,31.78875,96.23125,12.11,9.73125,79.79625,42.60125,6.163125,94.06875,64.65875,,,,30.49125,28.1125,,,30.275,20.54375,,,40.2225,21.84125,,,,38.27625,34.38375,5.6225,45.736875,39.033125,,,42.60125,32.22125,36.97875,21.1925,40.2225,39.14125,87.14875,73.0925,98.1775,138.8325,55.900625,152.24,111.36875,113.96375,34.81625,121.31625,129.53375,63.79375,101.6375,38.06,131.9125,33.51875,33.735,152.88875,155.05125,,52.11625,,,76.5525,31.35625,,35.8975,36.97875,26.3825,,8.00125,122.83,103.3675,100.34,98.82625,92.33875,61.739375,99.0425,87.58125,7.56875,4.325,19.03,7.3525,7.13625,16.0025,,8.2175,12.5425,,13.62375,8.43375,16.21875,23.7875,27.03125,,,23.57125,,,,8.43375,,28.9775,,14.705,3.8925,17.94875,,13.4075,8.43375,,,25.73375,20.3275,,6.27125,8.00125,,,,,110.2875,107.04375,63.145,62.92875,75.255,59.685,90.17625,103.908125,95.5825,85.41875,35.0325,,47.683125,52.11625,45.845,,,,19.67875,36.7625,4.325,5.40625,3.8925,,,5.40625,99.0425,100.880625,90.3925,85.2025,100.12375,118.829375,114.82875,112.0175,,,72.44375,68.7675,,79.79625,16.21875,8.65,,,56.44125,73.525,
30,29.19375,73.9575,111.36875,22.0575,93.63625,13.62375,7.785,69.2,32.4375,5.6225,87.7975,67.9025,,,,,,31.680625,17.3,34.708125,21.40875,,,38.925,25.409375,38.27625,29.41,2.1625,35.573125,32.22125,2.1625,35.0325,28.32875,,,37.6275,30.7075,,,29.19375,26.3825,83.580625,71.254375,93.311875,141.751875,50.6025,151.699375,119.15375,112.990625,37.41125,116.775,123.695,57.09,99.9075,41.9525,128.66875,32.4375,34.1675,151.375,152.02375,,49.305,,,76.12,24.6525,,24.00375,28.545,,,7.56875,111.585,98.61,100.12375,88.44625,101.961875,77.20125,89.5275,92.9875,10.38,12.5425,25.30125,10.8125,4.97375,23.13875,,6.70375,17.7325,,8.00125,9.0825,33.08625,18.165,22.70625,,,9.9475,,,,7.3525,,,12.11,9.29875,3.24375,,,7.785,7.3525,,13.4075,8.43375,8.541875,,5.19,10.38,,40.87125,50.81875,65.09125,104.01625,100.12375,57.955,56.87375,66.1725,54.495,74.39,116.3425,104.01625,,27.68,,,39.79,35.24875,,,,12.5425,37.84375,5.40625,4.10875,4.54125,,,2.81125,89.095,95.5825,84.55375,59.793125,84.12125,108.34125,100.7725,102.935,,54.27875,73.9575,60.9825,,87.58125,12.975,12.975,68.55125,48.0075,57.30625,78.06625,
31,8.43375,68.443125,84.98625,14.92125,59.46875,6.92,3.46,60.1175,16.8675,2.595,74.60625,66.38875,,14.05625,6.4875,16.435,4.97375,,,16.21875,11.46125,15.1375,7.3525,15.1375,8.65,,,,,,2.37875,,,15.57,5.6225,,,10.920625,4.54125,,,68.335,70.28125,52.11625,97.52875,26.815,115.91,98.934375,100.98875,26.706875,103.475625,107.47625,37.41125,75.90375,17.840625,103.8,24.111875,22.9225,137.9675,136.2375,,43.25,,,47.35875,,,17.51625,,13.083125,24.86875,5.83875,79.58,65.74,78.49875,52.98125,68.335,28.76125,51.4675,54.27875,,,5.6225,,6.4875,,,,,,5.83875,10.16375,,8.43375,7.3525,,,,,,,,1.73,,10.59625,,0.4325,,,2.595,,,,5.83875,5.40625,4.54125,,3.0275,9.515,23.355,48.22375,51.035,89.095,91.69,,32.4375,49.52125,38.925,62.92875,103.3675,90.068125,71.14625,,8.00125,23.7875,31.031875,17.08375,,,1.94625,6.27125,,1.94625,2.1625,1.51375,,,18.38125,82.175,83.905,70.065,66.1725,65.848125,86.71625,74.17375,80.769375,,20.54375,70.71375,70.28125,,77.63375,10.8125,11.46125,70.71375,62.388125,63.36125,68.335,68.55125
31,9.9475,70.93,90.60875,7.56875,71.57875,2.37875,1.08125,70.4975,13.4075,1.08125,60.9825,68.55125,,13.62375,14.2725,15.35375,12.32625,,,7.13625,5.19,8.2175,8.2175,10.38,10.16375,,,,,,1.2975,,,13.4075,11.6775,,,14.05625,10.59625,,,59.685,83.4725,56.549375,109.855,30.7075,123.91125,102.07,113.7475,27.2475,116.99125,106.935625,35.24875,78.715,19.4625,106.8275,16.65125,17.08375,140.77875,140.34625,,41.30375,,,47.575,9.73125,12.5425,8.43375,13.19125,11.6775,,1.94625,99.0425,78.49875,83.905,67.25375,58.17125,34.38375,65.3075,67.9025,1.94625,2.81125,3.24375,0.4325,1.08125,5.6225,,1.73,3.24375,,2.1625,1.73,6.92,4.97375,5.40625,,,3.351875,,,,1.08125,,,3.67625,,0.21625,,,2.1625,1.94625,,0.865,0.64875,3.24375,,0.4325,0.865,,,,,115.045,99.69125,44.115,38.70875,57.414375,40.655,73.9575,119.694375,100.34,,12.32625,,,19.786875,13.62375,,,,3.8925,24.22,1.08125,0.865,1.08125,,,0.64875,70.065,76.76875,65.95625,37.41125,,94.50125,84.98625,82.175,,58.82,78.06625,50.17,,80.0125,3.135625,4.649375,58.17125,30.7075,39.3575,83.04,
30,12.975,56.00875,96.771875,5.19,74.39,3.24375,0.865,56.225,9.9475,0.64875,62.28,65.74,,23.463125,13.4075,25.30125,13.62375,,,17.94875,3.67625,18.165,9.29875,21.625,10.38,,,,,,0.865,,,25.73375,11.46125,,,25.73375,12.5425,,,61.306875,53.63,69.2,122.938125,41.52,132.453125,104.01625,113.53125,26.058125,113.7475,109.855,39.14125,93.528125,24.6525,113.53125,24.760625,24.6525,142.2925,142.07625,,50.38625,,,62.49625,5.298125,,8.2175,,5.946875,21.84125,1.2975,91.47375,77.85,73.74125,76.444375,64.875,39.14125,68.335,76.33625,2.595,1.94625,8.2175,,0.865,8.2175,,0.865,7.13625,,1.2975,1.94625,8.2175,3.24375,6.055,,,,1.51375,,,,0.64875,,3.46,,0.21625,,,0.4325,0.865,,2.1625,2.486875,1.51375,1.94625,,0.21625,,,,,97.745,92.663125,24.00375,21.1925,34.491875,25.841875,51.68375,81.7425,66.82125,63.036875,,1.08125,11.89375,17.3,9.9475,,,0.865,4.97375,,0.4325,0.4325,0.64875,1.08125,,0,58.60375,69.2,62.92875,44.98,66.605,62.06375,64.4425,76.76875,,,76.76875,63.145,,87.58125,1.51375,2.595,,,54.9275,75.90375,
30,12.11,55.36,81.7425,7.3525,61.19875,4.10875,2.595,67.68625,9.73125,1.73,57.5225,61.63125,,18.5975,10.055625,20.219375,10.271875,,,16.326875,9.0825,18.81375,12.75875,17.7325,9.9475,,,,,,1.51375,,,21.1925,12.75875,,,17.08375,9.29875,,,61.415,53.63,54.71125,102.5025,28.869375,115.045,96.88,103.8,23.679375,109.098125,97.420625,32.005,73.74125,18.5975,100.34,16.65125,19.895,141.4275,136.2375,,42.16875,,,50.17,,,9.515,,,21.300625,1.51375,83.68875,60.9825,60.55,59.360625,60.76625,42.385,56.00875,67.47,4.325,1.94625,7.13625,,1.73,9.0825,,,4.000625,,4.10875,2.595,9.29875,5.83875,5.40625,,,,,,,,0.64875,,,,0.64875,,,1.2975,,,,6.055,4.97375,3.8925,,0.64875,7.56875,36.005625,21.625,,93.960625,86.28375,24.544375,24.86875,48.22375,32.87,50.38625,76.228125,59.90125,58.3875,,3.24375,19.24625,26.815,9.29875,,,2.1625,7.460625,,0.865,1.51375,,,,13.948125,58.17125,63.79375,53.41375,58.60375,49.95375,70.71375,68.7675,73.0925,,43.89875,71.3625,51.25125,,78.715,2.1625,3.24375,72.44375,48.8725,53.521875,70.93,
62,19.895,62.28,104.665,13.4075,73.0925,8.00125,4.7575,80.445,11.89375,3.46,65.74,67.68625,,27.2475,15.57,28.1125,19.4625,,,21.1925,16.0025,29.19375,24.00375,25.5175,15.78625,,,,30.275,21.40875,4.97375,,,33.08625,23.13875,,,26.058125,15.1375,,,67.25375,60.9825,74.39,118.72125,43.25,126.07375,113.96375,116.3425,23.355,115.801875,115.4775,42.8175,93.8525,30.05875,116.775,29.8425,30.92375,145.10375,143.1575,,54.0625,,,55.900625,14.05625,,16.0025,,21.625,20.76,3.67625,102.5025,76.5525,81.31,70.71375,72.87625,33.51875,64.875,73.30875,,,9.0825,,6.055,,,,,,8.65,9.29875,,6.27125,8.65,,,,12.32625,,,,1.51375,,12.32625,,2.1625,,,3.67625,3.24375,,2.595,11.89375,10.704375,8.00125,,3.67625,,,,,105.53,96.88,43.141875,45.304375,49.52125,40.655,65.3075,90.933125,87.365,65.95625,,3.8925,20.11125,24.976875,13.19125,,,6.92,11.6775,,3.46,3.46,3.0275,3.24375,,1.2975,66.82125,70.065,63.36125,59.2525,60.33375,76.985,78.715,81.31,,,78.715,78.06625,,73.0925,8.00125,,,,68.11875,69.84875,
62,8.65,54.495,81.7425,5.40625,61.415,2.37875,0.865,60.1175,12.32625,0.64875,49.7375,52.11625,,10.38,5.6225,12.32625,8.43375,,,5.946875,2.595,12.11,8.65,11.02875,6.70375,,,,,,0.865,,,14.705,8.00125,,,15.35375,8.2175,,,56.87375,54.27875,56.44125,96.66375,37.84375,104.665,93.744375,106.8275,17.408125,102.5025,97.636875,32.87,66.605,19.67875,89.96,18.38125,25.085,125.100625,121.640625,,38.816875,,,39.249375,5.6225,,7.13625,19.67875,8.00125,,1.73,80.985625,60.33375,63.5775,63.145,63.79375,28.76125,56.225,65.09125,1.2975,,4.10875,,0.64875,,,,,,1.51375,2.37875,,3.8925,5.19,,1.2975,1.51375,,,,0.64875,0.21625,11.02875,2.81125,,0.21625,,,1.08125,0.865,9.29875,1.08125,1.51375,1.51375,,0.64875,0.4325,,,45.19625,56.6575,96.23125,90.3925,34.81625,34.708125,43.6825,33.3025,58.3875,75.90375,70.605625,54.495,13.84,,16.21875,21.84125,10.59625,,,0.865,4.325,10.16375,0.4325,0.64875,0.21625,0.973125,,0.21625,48.0075,60.009375,47.1425,41.30375,44.76375,64.875,60.76625,67.9025,,36.97875,59.360625,53.63,,68.335,1.2975,1.2975,60.658125,45.4125,40.330625,61.19875,
60,24.86875,67.578125,107.90875,6.4875,74.8225,4.54125,2.37875,61.19875,11.245,1.73,66.605,67.68625,,,,37.951875,35.24875,,,20.54375,9.73125,,,31.14,19.03,,,1.51375,36.11375,28.1125,3.0275,29.19375,25.085,,,32.65375,27.03125,37.41125,22.70625,30.275,29.62625,65.52375,70.065,81.09375,126.29,46.71,137.1025,112.341875,113.315,23.57125,118.28875,121.74875,47.79125,88.23,29.19375,122.83,31.5725,30.05875,149.86125,149.969375,,47.034375,,,56.6575,8.43375,,6.70375,22.70625,11.89375,,3.67625,92.33875,74.8225,74.8225,76.876875,84.98625,53.84625,69.2,80.66125,3.24375,4.97375,12.75875,1.51375,1.73,6.70375,,2.595,5.6225,,1.94625,2.81125,14.705,7.785,5.83875,,,6.70375,,,,2.37875,,18.165,,,0.64875,6.055,,3.67625,4.10875,9.29875,2.595,,4.325,,1.94625,1.94625,,,,,114.720625,92.9875,44.006875,47.466875,58.60375,42.60125,73.74125,102.71875,94.825625,48.764375,9.9475,3.0275,,19.03,11.6775,,,,6.70375,30.815625,1.51375,1.51375,1.2975,,,0.865,65.95625,75.255,65.3075,53.84625,59.2525,76.228125,75.255,79.1475,,53.41375,72.66,66.38875,,87.7975,9.73125,6.27125,68.659375,56.87375,59.2525,76.33625,
60,10.59625,50.81875,113.423125,1.94625,83.68875,3.67625,0.4325,59.90125,4.10875,0.4325,47.575,61.63125,,,,17.3,5.83875,,,12.5425,9.515,,,23.13875,13.4075,,,0.64875,15.461875,4.54125,0.865,9.73125,2.81125,,,10.8125,2.81125,25.5175,13.84,8.2175,1.94625,53.1975,49.08875,100.98875,141.4275,54.27875,150.185625,114.720625,114.18,23.463125,113.315,122.18125,47.35875,94.50125,28.545,127.37125,44.871875,38.925,160.998125,162.1875,,51.035,,,66.82125,2.595,,1.73,11.02875,8.43375,,1.2975,90.825,79.36375,66.1725,96.88,100.34,59.2525,90.60875,94.06875,2.595,2.595,7.56875,0.21625,1.94625,15.461875,,1.94625,10.38,,3.46,7.56875,13.62375,3.46,2.595,,,0.865,,,,0.21625,,3.67625,0.64875,0.21625,0.21625,0.4325,,0.4325,0.21625,7.56875,0.64875,0.64875,0.64875,,0.4325,0,,,,,90.716875,84.3375,51.035,29.8425,51.143125,35.573125,68.335,57.955,55.57625,48.65625,4.325,1.2975,,3.351875,4.97375,,,,4.7575,10.59625,0.21625,0.64875,0.21625,,,0.21625,46.169375,48.980625,50.6025,33.626875,49.52125,37.951875,38.384375,48.22375,,,70.93,65.09125,,81.95875,1.73,3.67625,,,45.088125,70.4975,
